OrderNumber,EventStartTime,EventName,TicketType,OrganizationCategoryName,OrganizationName,OrganizationZipCode,OrganizationState,Quantity,OrganizationCity,School District,School Type
101492539,2/16/2024,Admission,12th Grade Student,PreK-12,Pleasant Valley HS,18322,Brodheadsville,-1,Pennsylvania,Pleasant Valley SD,Public
101360973,2/20/2024,Gallery Lessons,Adult,PreK-12 Free,Penrose School,19153,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public
101360973,2/20/2024,Gallery Lessons,3rd Grade Student,PreK-12 Free,Penrose School,19153,Philadelphia,37,Pennsylvania,Philadelphia City SD,Public
101360973,2/20/2024,Gallery Lessons,3rd Grade Student,PreK-12 Free,Penrose School,19153,Philadelphia,-11,Pennsylvania,Philadelphia City SD,Public
101401741,2/20/2024,Gallery Lessons,Adult,PreK-12 Free,Holy Trinity School,19067,Morrisville,3,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101401741,2/20/2024,Gallery Lessons,5th Grade Student,PreK-12 Free,Holy Trinity School,19067,Morrisville,29,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101401741,2/20/2024,Gallery Lessons,Adult,PreK-12 Free,Holy Trinity School,19067,Morrisville,1,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101401741,2/20/2024,Gallery Lessons,Adult,PreK-12 Free,Holy Trinity School,19067,Morrisville,-4,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101401741,2/20/2024,Gallery Lessons,5th Grade Student,PreK-12 Free,Holy Trinity School,19067,Morrisville,-29,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101430240,2/20/2024,Gallery Lessons,Adult,PreK-12 Free,William Cramp School,19140-4621,Philadelphia,5,PA,Philadelphia City SD,Public
101430240,2/20/2024,Gallery Lessons,5th Grade Student,PreK-12 Free,William Cramp School,19140-4621,Philadelphia,50,PA,Philadelphia City SD,Public
101430240,2/20/2024,Gallery Lessons,5th Grade Student,PreK-12 Free,William Cramp School,19140-4621,Philadelphia,-18,PA,Philadelphia City SD,Public
101450460,2/20/2024,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,2,PA,Philadelphia City SD,Public
101450460,2/20/2024,Gallery Lessons,6th Grade Student,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,22,PA,Philadelphia City SD,Public
101450460,2/20/2024,Gallery Lessons,6th Grade Student,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,-22,PA,Philadelphia City SD,Public
101450460,2/20/2024,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,-2,PA,Philadelphia City SD,Public
101457771,2/20/2024,Gallery Lessons,Adult,PreK-12,FRENCH AMERICAN SCHOOL OF PRINCETON,8540,Princeton,6,New Jersey,Unaffiliated,Private
101457771,2/20/2024,Gallery Lessons,1st Grade Student,PreK-12,FRENCH AMERICAN SCHOOL OF PRINCETON,8540,Princeton,15,New Jersey,Unaffiliated,Private
101457771,2/20/2024,Gallery Lessons,2nd Grade Student,PreK-12,FRENCH AMERICAN SCHOOL OF PRINCETON,8540,Princeton,15,New Jersey,Unaffiliated,Private
101457771,2/20/2024,Gallery Lessons,3rd Grade Student,PreK-12,FRENCH AMERICAN SCHOOL OF PRINCETON,8540,Princeton,15,New Jersey,Unaffiliated,Private
101457771,2/20/2024,Gallery Lessons,Adult,PreK-12,FRENCH AMERICAN SCHOOL OF PRINCETON,8540,Princeton,-6,New Jersey,Unaffiliated,Private
101457771,2/20/2024,Gallery Lessons,1st Grade Student,PreK-12,FRENCH AMERICAN SCHOOL OF PRINCETON,8540,Princeton,-15,New Jersey,Unaffiliated,Private
101457771,2/20/2024,Gallery Lessons,2nd Grade Student,PreK-12,FRENCH AMERICAN SCHOOL OF PRINCETON,8540,Princeton,-15,New Jersey,Unaffiliated,Private
101457771,2/20/2024,Gallery Lessons,3rd Grade Student,PreK-12,FRENCH AMERICAN SCHOOL OF PRINCETON,8540,Princeton,-15,New Jersey,Unaffiliated,Private
101458306,2/20/2024,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,2,PA,Philadelphia City SD,Public
101458306,2/20/2024,Gallery Lessons,8th Grade Student,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,35,PA,Philadelphia City SD,Public
101458306,2/20/2024,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,1,PA,Philadelphia City SD,Public
101458306,2/20/2024,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,-3,PA,Philadelphia City SD,Public
101458306,2/20/2024,Gallery Lessons,8th Grade Student,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,-35,PA,Philadelphia City SD,Public
101528705,2/20/2024,Gallery Lessons,Adult,PreK-12,FRENCH AMERICAN SCHOOL OF PRINCETON,8540,Princeton,6,New Jersey,Unaffiliated,Private
101528705,2/20/2024,Gallery Lessons,1st Grade Student,PreK-12,FRENCH AMERICAN SCHOOL OF PRINCETON,8540,Princeton,15,New Jersey,Unaffiliated,Private
101528705,2/20/2024,Gallery Lessons,2nd Grade Student,PreK-12,FRENCH AMERICAN SCHOOL OF PRINCETON,8540,Princeton,15,New Jersey,Unaffiliated,Private
101528705,2/20/2024,Gallery Lessons,3rd Grade Student,PreK-12,FRENCH AMERICAN SCHOOL OF PRINCETON,8540,Princeton,14,New Jersey,Unaffiliated,Private
101431503,2/21/2024,Gallery Lessons,Adult,PreK-12 Free,James Logan School,19141,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public
101431503,2/21/2024,Gallery Lessons,Pre-K Student,PreK-12 Free,James Logan School,19141,Philadelphia,20,Pennsylvania,Philadelphia City SD,Public
101431503,2/21/2024,Gallery Lessons,Pre-K Student,PreK-12 Free,James Logan School,19141,Philadelphia,9,Pennsylvania,Philadelphia City SD,Public
101431503,2/21/2024,Gallery Lessons,Adult,PreK-12 Free,James Logan School,19141,Philadelphia,-4,Pennsylvania,Philadelphia City SD,Public
101431503,2/21/2024,Gallery Lessons,Pre-K Student,PreK-12 Free,James Logan School,19141,Philadelphia,-29,Pennsylvania,Philadelphia City SD,Public
101446015,2/21/2024,Gallery Lessons,Adult,PreK-12 Free,Gilbert Spruance School,19149-2816,Philadelphia,3,PA,Philadelphia City SD,Public
101446015,2/21/2024,Gallery Lessons,7th Grade Student,PreK-12 Free,Gilbert Spruance School,19149-2816,Philadelphia,30,PA,Philadelphia City SD,Public
101446015,2/21/2024,Gallery Lessons,Adult,PreK-12 Free,Gilbert Spruance School,19149-2816,Philadelphia,-3,PA,Philadelphia City SD,Public
101446015,2/21/2024,Gallery Lessons,7th Grade Student,PreK-12 Free,Gilbert Spruance School,19149-2816,Philadelphia,-30,PA,Philadelphia City SD,Public
101446708,2/21/2024,Gallery Lessons,Adult,PreK-12 Free,Baldi School,19115-3609,Philadelphia,6,PA,Philadelphia City SD,Public
101446708,2/21/2024,Gallery Lessons,7th Grade Student,PreK-12 Free,Baldi School,19115-3609,Philadelphia,30,PA,Philadelphia City SD,Public
101446708,2/21/2024,Gallery Lessons,Adult,PreK-12 Free,Baldi School,19115-3609,Philadelphia,-6,PA,Philadelphia City SD,Public
101446708,2/21/2024,Gallery Lessons,7th Grade Student,PreK-12 Free,Baldi School,19115-3609,Philadelphia,-30,PA,Philadelphia City SD,Public
101482581,2/21/2024,Gallery Lessons,Adult,PreK-12 Free,James Dobson School,19127-1929,Philadelphia,3,PA,Philadelphia City SD,Public
101482581,2/21/2024,Gallery Lessons,2nd Grade Student,PreK-12 Free,James Dobson School,19127-1929,Philadelphia,21,PA,Philadelphia City SD,Public
101402644,3/14/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Stephen Decatur School,19154-2047,Philadelphia,2,PA,Philadelphia City SD,Public
101402644,3/14/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,Stephen Decatur School,19154-2047,Philadelphia,55,PA,Philadelphia City SD,Public
101402644,3/14/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Stephen Decatur School,19154-2047,Philadelphia,-2,PA,Philadelphia City SD,Public
101402644,3/14/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,Stephen Decatur School,19154-2047,Philadelphia,-55,PA,Philadelphia City SD,Public
101402644,3/15/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Stephen Decatur School,19154-2047,Philadelphia,2,PA,Philadelphia City SD,Public
101402644,3/15/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,Stephen Decatur School,19154-2047,Philadelphia,55,PA,Philadelphia City SD,Public
101402644,3/15/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Stephen Decatur School,19154-2047,Philadelphia,-2,PA,Philadelphia City SD,Public
101402644,3/15/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,Stephen Decatur School,19154-2047,Philadelphia,-55,PA,Philadelphia City SD,Public
101415729,1/19/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Mary M. Bethune School,19140,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public
101415729,1/19/2024,PreK-12 In-School Post-Visit Lessons,Pre-K Student,PreK-12 Free,Mary M. Bethune School,19140,Philadelphia,40,Pennsylvania,Philadelphia City SD,Public
101415729,1/19/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Mary M. Bethune School,19140,Philadelphia,-2,Pennsylvania,Philadelphia City SD,Public
101415729,1/19/2024,PreK-12 In-School Post-Visit Lessons,Pre-K Student,PreK-12 Free,Mary M. Bethune School,19140,Philadelphia,-40,Pennsylvania,Philadelphia City SD,Public
101415729,1/22/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Mary M. Bethune School,19140,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public
101415729,1/22/2024,PreK-12 In-School Post-Visit Lessons,Pre-K Student,PreK-12 Free,Mary M. Bethune School,19140,Philadelphia,40,Pennsylvania,Philadelphia City SD,Public
101415729,1/22/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Mary M. Bethune School,19140,Philadelphia,-2,Pennsylvania,Philadelphia City SD,Public
101415729,1/22/2024,PreK-12 In-School Post-Visit Lessons,Pre-K Student,PreK-12 Free,Mary M. Bethune School,19140,Philadelphia,-40,Pennsylvania,Philadelphia City SD,Public
101421468,4/11/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,2,Pennsylvania,Unaffiliated,Charter
101421468,4/11/2024,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,54,Pennsylvania,Unaffiliated,Charter
101421468,4/26/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,2,Pennsylvania,Unaffiliated,Charter
101421468,4/26/2024,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,54,Pennsylvania,Unaffiliated,Charter
101422140,5/30/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,2,PA,Unaffiliated,Charter
101422140,5/30/2024,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,43,PA,Unaffiliated,Charter
101422140,5/31/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,2,PA,Unaffiliated,Charter
101422140,5/31/2024,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,43,PA,Unaffiliated,Charter
101423201,6/5/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,2,PA,Unaffiliated,Charter
101423201,6/5/2024,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,43,PA,Unaffiliated,Charter
101423201,6/6/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,2,PA,Unaffiliated,Charter
101423201,6/6/2024,PreK-12 In-School Post-Visit Lessons,3rd Grade Student,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,43,PA,Unaffiliated,Charter
101428377,4/4/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Holy Trinity School,19067,Morrisville,1,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101428377,4/4/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,Holy Trinity School,19067,Morrisville,29,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101428377,4/5/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Holy Trinity School,19067,Morrisville,1,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101428377,4/5/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,Holy Trinity School,19067,Morrisville,29,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101430201,12/14/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Richard Allen Preparatory Charter School,19143,Philadelphia,2,Pennsylvania,Unaffiliated,Charter
101430201,12/14/2023,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,Richard Allen Preparatory Charter School,19143,Philadelphia,52,Pennsylvania,Unaffiliated,Charter
101430201,12/21/2023,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Richard Allen Preparatory Charter School,19143,Philadelphia,2,Pennsylvania,Unaffiliated,Charter
101430201,12/21/2023,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,Richard Allen Preparatory Charter School,19143,Philadelphia,52,Pennsylvania,Unaffiliated,Charter
101430240,2/22/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,William Cramp School,19140-4621,Philadelphia,2,PA,Philadelphia City SD,Public
101430240,2/22/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,William Cramp School,19140-4621,Philadelphia,50,PA,Philadelphia City SD,Public
101430240,2/23/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,William Cramp School,19140-4621,Philadelphia,2,PA,Philadelphia City SD,Public
101430240,2/23/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,William Cramp School,19140-4621,Philadelphia,50,PA,Philadelphia City SD,Public
101430446,3/21/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Samuel Pennypacker School,19138,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public
101340915,2/26/2024,Gallery Lessons,Adult,PreK-12 Free,Francis S. Key School,19148,Philadelphia,10,Pennsylvania,Philadelphia City SD,Public
101340915,2/26/2024,Gallery Lessons,1st Grade Student,PreK-12 Free,Francis S. Key School,19148,Philadelphia,55,Pennsylvania,Philadelphia City SD,Public
101340915,2/26/2024,Gallery Lessons,1st Grade Student,PreK-12 Free,Francis S. Key School,19148,Philadelphia,5,Pennsylvania,Philadelphia City SD,Public
101385245,2/26/2024,Gallery Lessons,Adult,PreK-12 Free,Frances E. Willard School,19134,Philadelphia,7,Pennsylvania,Philadelphia City SD,Public
101385245,2/26/2024,Gallery Lessons,1st Grade Student,PreK-12 Free,Frances E. Willard School,19134,Philadelphia,60,Pennsylvania,Philadelphia City SD,Public
101385245,2/26/2024,Gallery Lessons,Adult,PreK-12 Free,Frances E. Willard School,19134,Philadelphia,-7,Pennsylvania,Philadelphia City SD,Public
101385245,2/26/2024,Gallery Lessons,1st Grade Student,PreK-12 Free,Frances E. Willard School,19134,Philadelphia,-60,Pennsylvania,Philadelphia City SD,Public
101350671,2/27/2024,Gallery Lessons,Adult,PreK-12 Free,Anna L. Lingelbach School,19144-3113,Philadelphia,5,PA,Philadelphia City SD,Public
101350671,2/27/2024,Gallery Lessons,3rd Grade Student,PreK-12 Free,Anna L. Lingelbach School,19144-3113,Philadelphia,50,PA,Philadelphia City SD,Public
101350671,2/27/2024,Gallery Lessons,3rd Grade Student,PreK-12 Free,Anna L. Lingelbach School,19144-3113,Philadelphia,-6,PA,Philadelphia City SD,Public
101393910,2/27/2024,Gallery Lessons,Adult,PreK-12 Free,St. Laurentius School,19125,Philadelphia,2,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101393910,2/27/2024,Gallery Lessons,5th Grade Student,PreK-12 Free,St. Laurentius School,19125,Philadelphia,14,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101393910,2/27/2024,Gallery Lessons,Adult,PreK-12 Free,St. Laurentius School,19125,Philadelphia,-2,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101393910,2/27/2024,Gallery Lessons,5th Grade Student,PreK-12 Free,St. Laurentius School,19125,Philadelphia,-14,Pennsylvania,Archdiocese of Philadelphia,Archdiocese
101430712,2/27/2024,Gallery Lessons,Adult,PreK-12 Free,Joseph Pennell School,19141-1324,Philadelphia,4,PA,Philadelphia City SD,Public
101430712,2/27/2024,Gallery Lessons,5th Grade Student,PreK-12 Free,Joseph Pennell School,19141-1324,Philadelphia,35,PA,Philadelphia City SD,Public
101430446,3/21/2024,PreK-12 In-School Post-Visit Lessons,Pre-K Student,PreK-12 Free,Samuel Pennypacker School,19138,Philadelphia,40,Pennsylvania,Philadelphia City SD,Public
101430446,3/21/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Samuel Pennypacker School,19138,Philadelphia,-2,Pennsylvania,Philadelphia City SD,Public
101430446,3/21/2024,PreK-12 In-School Post-Visit Lessons,Pre-K Student,PreK-12 Free,Samuel Pennypacker School,19138,Philadelphia,-40,Pennsylvania,Philadelphia City SD,Public
101430446,3/22/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Samuel Pennypacker School,19138,Philadelphia,2,Pennsylvania,Philadelphia City SD,Public
101430446,3/22/2024,PreK-12 In-School Post-Visit Lessons,Pre-K Student,PreK-12 Free,Samuel Pennypacker School,19138,Philadelphia,40,Pennsylvania,Philadelphia City SD,Public
101430446,3/22/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Samuel Pennypacker School,19138,Philadelphia,-2,Pennsylvania,Philadelphia City SD,Public
101430446,3/22/2024,PreK-12 In-School Post-Visit Lessons,Pre-K Student,PreK-12 Free,Samuel Pennypacker School,19138,Philadelphia,-40,Pennsylvania,Philadelphia City SD,Public
101430712,2/29/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Joseph Pennell School,19141-1324,Philadelphia,2,PA,Philadelphia City SD,Public
101430712,2/29/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,Joseph Pennell School,19141-1324,Philadelphia,35,PA,Philadelphia City SD,Public
101430712,3/1/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Joseph Pennell School,19141-1324,Philadelphia,2,PA,Philadelphia City SD,Public
101430712,3/1/2024,PreK-12 In-School Post-Visit Lessons,5th Grade Student,PreK-12 Free,Joseph Pennell School,19141-1324,Philadelphia,35,PA,Philadelphia City SD,Public
101430716,2/15/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Philadelphia Virtual Academy,19130,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public
101430716,2/15/2024,PreK-12 In-School Post-Visit Lessons,7th Grade Student,PreK-12 Free,Philadelphia Virtual Academy,19130,Philadelphia,20,Pennsylvania,Philadelphia City SD,Public
101430716,2/15/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Philadelphia Virtual Academy,19130,Philadelphia,-1,Pennsylvania,Philadelphia City SD,Public
101430716,2/15/2024,PreK-12 In-School Post-Visit Lessons,7th Grade Student,PreK-12 Free,Philadelphia Virtual Academy,19130,Philadelphia,-20,Pennsylvania,Philadelphia City SD,Public
101430716,2/16/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Philadelphia Virtual Academy,19130,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public
101430716,2/16/2024,PreK-12 In-School Post-Visit Lessons,7th Grade Student,PreK-12 Free,Philadelphia Virtual Academy,19130,Philadelphia,20,Pennsylvania,Philadelphia City SD,Public
101430716,2/16/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Philadelphia Virtual Academy,19130,Philadelphia,-1,Pennsylvania,Philadelphia City SD,Public
101430716,2/16/2024,PreK-12 In-School Post-Visit Lessons,7th Grade Student,PreK-12 Free,Philadelphia Virtual Academy,19130,Philadelphia,-20,Pennsylvania,Philadelphia City SD,Public
101431503,2/22/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,James Logan School,19141,Philadelphia,1,Pennsylvania,Philadelphia City SD,Public
101431503,2/22/2024,PreK-12 In-School Post-Visit Lessons,Pre-K Student,PreK-12 Free,James Logan School,19141,Philadelphia,20,Pennsylvania,Philadelphia City SD,Public
101513001,3/1/2024,Admission,Adult,PreK-12,Girard College,19121,Philadelphia,4,Pennsylvania,Unaffiliated,Private
101513001,3/1/2024,Admission,9th Grade Student,PreK-12,Girard College,19121,Philadelphia,33,Pennsylvania,Unaffiliated,Private
101343404,3/4/2024,Gallery Lessons,Adult,PreK-12 Free,Cooper's Poynt Family School,8102,Camden,6,New Jersey,Camden City SD,Public
101343404,3/4/2024,Gallery Lessons,3rd Grade Student + Special Exhibition,PreK-12 Free,Cooper's Poynt Family School,8102,Camden,20,New Jersey,Camden City SD,Public
101343404,3/4/2024,Gallery Lessons,4th Grade Student + Special Exhibition,PreK-12 Free,Cooper's Poynt Family School,8102,Camden,20,New Jersey,Camden City SD,Public
101343404,3/4/2024,Gallery Lessons,5th Grade Student + Special Exhibition,PreK-12 Free,Cooper's Poynt Family School,8102,Camden,20,New Jersey,Camden City SD,Public
101343404,3/4/2024,Gallery Lessons,3rd Grade Student + Special Exhibition,PreK-12 Free,Cooper's Poynt Family School,8102,Camden,-10,New Jersey,Camden City SD,Public
101343404,3/4/2024,Gallery Lessons,4th Grade Student + Special Exhibition,PreK-12 Free,Cooper's Poynt Family School,8102,Camden,-2,New Jersey,Camden City SD,Public
101385339,3/4/2024,Gallery Lessons,Adult,PreK-12 Free,Frances E. Willard School,19134,Philadelphia,7,Pennsylvania,Philadelphia City SD,Public
101385339,3/4/2024,Gallery Lessons,1st Grade Student + Special Exhibition,PreK-12 Free,Frances E. Willard School,19134,Philadelphia,60,Pennsylvania,Philadelphia City SD,Public
101385339,3/4/2024,Gallery Lessons,Adult,PreK-12 Free,Frances E. Willard School,19134,Philadelphia,-7,Pennsylvania,Philadelphia City SD,Public
101385339,3/4/2024,Gallery Lessons,1st Grade Student + Special Exhibition,PreK-12 Free,Frances E. Willard School,19134,Philadelphia,-60,Pennsylvania,Philadelphia City SD,Public
101391361,3/5/2024,Gallery Lessons,Adult,PreK-12 Free,Mary M. Bethune School,19140,Philadelphia,9,Pennsylvania,Philadelphia City SD,Public
101391361,3/5/2024,Gallery Lessons,3rd Grade Student + Special Exhibition,PreK-12 Free,Mary M. Bethune School,19140,Philadelphia,43,Pennsylvania,Philadelphia City SD,Public
101391361,3/5/2024,Gallery Lessons,3rd Grade Student + Special Exhibition,PreK-12 Free,Mary M. Bethune School,19140,Philadelphia,-12,Pennsylvania,Philadelphia City SD,Public
101402644,3/5/2024,Gallery Lessons,Adult,PreK-12 Free,Stephen Decatur School,19154-2047,Philadelphia,6,PA,Philadelphia City SD,Public
101402644,3/5/2024,Gallery Lessons,5th Grade Student + Special Exhibition,PreK-12 Free,Stephen Decatur School,19154-2047,Philadelphia,55,PA,Philadelphia City SD,Public
101402644,3/5/2024,Gallery Lessons,Adult,PreK-12 Free,Stephen Decatur School,19154-2047,Philadelphia,-6,PA,Philadelphia City SD,Public
101402644,3/5/2024,Gallery Lessons,5th Grade Student + Special Exhibition,PreK-12 Free,Stephen Decatur School,19154-2047,Philadelphia,-55,PA,Philadelphia City SD,Public
101506650,3/5/2024,Gallery Lessons,Adult,PreK-12 Free,John Bartram High School,19142-2229,Philadelphia,7,PA,Philadelphia City SD,Public
101506650,3/5/2024,Gallery Lessons,9th Grade Student + Special Exhibition,PreK-12 Free,John Bartram High School,19142-2229,Philadelphia,4,PA,Philadelphia City SD,Public
101506650,3/5/2024,Gallery Lessons,10th Grade Student + Special Exhibition,PreK-12 Free,John Bartram High School,19142-2229,Philadelphia,4,PA,Philadelphia City SD,Public
101506650,3/5/2024,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12 Free,John Bartram High School,19142-2229,Philadelphia,4,PA,Philadelphia City SD,Public
101506650,3/5/2024,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12 Free,John Bartram High School,19142-2229,Philadelphia,4,PA,Philadelphia City SD,Public
101506650,3/5/2024,Gallery Lessons,9th Grade Student + Special Exhibition,PreK-12 Free,John Bartram High School,19142-2229,Philadelphia,-1,PA,Philadelphia City SD,Public
101506650,3/5/2024,Gallery Lessons,10th Grade Student + Special Exhibition,PreK-12 Free,John Bartram High School,19142-2229,Philadelphia,-1,PA,Philadelphia City SD,Public
101506650,3/5/2024,Gallery Lessons,11th Grade Student + Special Exhibition,PreK-12 Free,John Bartram High School,19142-2229,Philadelphia,-1,PA,Philadelphia City SD,Public
101506650,3/5/2024,Gallery Lessons,12th Grade Student + Special Exhibition,PreK-12 Free,John Bartram High School,19142-2229,Philadelphia,-1,PA,Philadelphia City SD,Public
101520556,3/5/2024,Gallery Lessons,Adult,PreK-12 Free,Independence CS,19146-1507,Philadelphia,7,PA,Unaffiliated,Charter
101520556,3/5/2024,Gallery Lessons,3rd Grade Student,PreK-12 Free,Independence CS,19146-1507,Philadelphia,44,PA,Unaffiliated,Charter
101520556,3/5/2024,Gallery Lessons,Adult,PreK-12 Free,Independence CS,19146-1507,Philadelphia,-7,PA,Unaffiliated,Charter
101520556,3/5/2024,Gallery Lessons,3rd Grade Student,PreK-12 Free,Independence CS,19146-1507,Philadelphia,-44,PA,Unaffiliated,Charter
101515736,3/8/2024,Admission,Adult,PreK-12,Middlesex Middle School,6820,Darien,2,Connecticut,Darien SD,Public
101515736,3/8/2024,Admission,Youth,PreK-12,Middlesex Middle School,6820,Darien,20,Connecticut,Darien SD,Public
101515736,3/8/2024,Admission,8th Grade Student,PreK-12,Middlesex Middle School,6820,Darien,11,Connecticut,Darien SD,Public
101515736,3/8/2024,Admission,Adult,PreK-12,Middlesex Middle School,6820,Darien,29,Connecticut,Darien SD,Public
101343802,3/11/2024,Gallery Lessons,Adult,PreK-12 Free,Cooper's Poynt Family School,8102,Camden,6,New Jersey,Camden City SD,Public
101343802,3/11/2024,Gallery Lessons,6th Grade Student + Special Exhibition,PreK-12 Free,Cooper's Poynt Family School,8102,Camden,20,New Jersey,Camden City SD,Public
101343802,3/11/2024,Gallery Lessons,7th Grade Student + Special Exhibition,PreK-12 Free,Cooper's Poynt Family School,8102,Camden,20,New Jersey,Camden City SD,Public
101343802,3/11/2024,Gallery Lessons,8th Grade Student + Special Exhibition,PreK-12 Free,Cooper's Poynt Family School,8102,Camden,20,New Jersey,Camden City SD,Public
101343802,3/11/2024,Gallery Lessons,6th Grade Student + Special Exhibition,PreK-12 Free,Cooper's Poynt Family School,8102,Camden,-4,New Jersey,Camden City SD,Public
