school_id,school_code,school_name,principal_name,sector,network,network_from_pdf,city_council_district,grades_served,admission_category,report_type,enrollment_oct1,students_served_full_year,pct_american_indian,pct_asian,pct_black,pct_hispanic,pct_multiracial,pct_pacific_islander,pct_white,pct_iep,pct_english_learners,pct_economically_disadvantaged,student_attendance_2324,teacher_attendance_2324,pct_attend_95plus,pct_attend_90plus,dropouts_2324,graduation_rate_2324,keystone_algebra_2324,keystone_biology_2324,keystone_literature_2324,pssa_grade3_reading,pssa_grade3_8_reading,pssa_grade3_math,pssa_grade3_8_math,pssa_science,nocti_2324,pdf_url
3441,3441,TECH Freire Charter School,"Nate Durant
Sector Charter",Charter,Charters,Charters,District 5,9-12,Citywide,High School,491,544.0,0.4,0.0,90.6,5.5,3.3,0.0,0.2,22.8,0.6,48.9,53.5,,23.9,53.5,17.0,92.1,15.6,22.9,47.7,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3441%5D_SP_SPREE_SPOTlight.pdf
3442,3442,Impact Charter School West,"Dana Twyman
Sector Charter",Charter,Charters,Charters,District 3,K-8,Citywide,High School,843,857.0,0.2,0.0,93.2,2.3,2.6,0.0,1.7,28.7,2.4,88.3,63.7,,36.1,63.7,22.0,,,,,28.6,23.2,17.4,8.7,37.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3442%5D_SP_SPREE_SPOTlight.pdf
3443,3443,KIPP West Philadelphia Charter School,Cheshonna Miles,Charter,Charters,Charters,District 3,K-8,Citywide,High School,850,885.0,0.2,0.0,93.9,2.6,3.2,0.0,0.1,26.9,0.2,86.2,,,23.3,55.4,,,,,,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3443%5D_SP_SPREE_SPOTlight.pdf
3445,3445,MAST Community Charter School III,"Phil Serpiello
Sector Charter",Charter,Charters,Charters,District 10,K-9,Citywide,High School,1310,,0.5,9.2,36.9,27.0,4.3,0.1,22.1,,6.5,74.1,82.1,,45.9,82.1,22.0,,1.0,4.0,4.0,35.3,36.7,29.4,19.4,43.8,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3445%5D_SP_SPREE_SPOTlight.pdf
3446,3446,Philadelphia Hebrew Public Charter School,"Elyssa Yuen
Sector Charter",Charter,Charters,Charters,District 4,K-6,Citywide,High School,491,500.0,0.4,1.8,74.5,2.0,15.3,0.2,5.7,24.4,5.9,82.9,64.6,,30.2,64.6,23.0,,,,,32.9,27.4,19.2,18.8,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3446%5D_SP_SPREE_SPOTlight.pdf
4020,4020,Overbrook High School,"Julian Graham
Sector District",District,Network 12,Network 12,District 4,9-12,Catchment,High School,388,536.0,0.3,0.5,90.5,4.6,3.6,0.0,0.5,20.6,3.1,82.5,31.0,87.9,13.4,31.0,5.0,82.4,6.6,8.8,29.8,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4020%5D_SP_SPREE_SPOTlight.pdf
4030,4030,Carver High School of Engineering and Science,"Darryl Johnson
Sector District",District,Network 15,Network 15,District 5,7-12,Criteria,High School,843,,0.1,14.4,59.0,12.0,5.8,0.1,8.7,,2.3,60.6,81.4,84.8,54.8,81.4,1.0,100.0,47.5,66.3,82.3,,80.5,,46.8,74.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4030%5D_SP_SPREE_SPOTlight.pdf
4060,4060,Murrell Dobbins Career and Technical Education High School,"Shervon Thompson
Sector District",District,Network 13,Network 13,District 5,9-12,Citywide,High School,766,786.0,0.0,0.4,89.3,6.8,2.6,0.0,0.9,18.9,2.0,90.3,35.2,81.0,13.9,35.2,23.0,84.3,0.6,5.8,15.3,,,,,,48.8,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4060%5D_SP_SPREE_SPOTlight.pdf
4140,4140,Strawberry Mansion High School,"Jeannine Payne
Sector District",District,Network 13,Network 13,District 5,9-12,Catchment,High School,246,347.0,0.0,0.0,92.3,2.9,2.9,0.0,2.0,44.7,0.8,92.3,35.5,83.9,21.3,35.5,5.0,73.2,2.0,4.0,11.1,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4140%5D_SP_SPREE_SPOTlight.pdf
4220,4220,James G. Blaine School,"Gianeen Anyika
Sector District",District,Network 5,Network 5,District 5,K-8,Catchment,High School,305,358.0,0.0,0.0,95.4,2.3,0.3,0.0,2.0,38.0,0.0,89.8,52.5,83.3,30.5,52.5,0.0,,,,,0.0,15.3,0.0,6.3,28.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4220%5D_SP_SPREE_SPOTlight.pdf
4240,4240,Lewis C. Cassidy Academics Plus School,"Herman Douglas Jr
Sector District",District,Network 3,Network 3,District 4,K-8,Catchment,High School,218,280.0,0.0,0.0,86.2,9.6,3.2,0.0,0.9,28.0,11.0,84.9,43.9,93.8,22.5,43.9,1.0,,,,,10.0,14.1,4.8,6.2,16.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4240%5D_SP_SPREE_SPOTlight.pdf
4270,4270,William Dick School,,District,Network 5,Network 5,District 5,K-8,Catchment,High School,309,378.0,1.0,0.0,90.3,5.8,1.3,0.0,1.6,24.6,1.0,96.8,34.1,77.8,15.6,34.1,0.0,,,,,12.8,19.0,7.7,3.4,15.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4270%5D_SP_SPREE_SPOTlight.pdf
4280,4280,Samuel Gompers School,"Phillip Deluca
Sector District",District,Network 3,Network 3,District 4,K-8,Catchment,High School,237,286.0,2.1,1.3,89.0,4.2,0.8,0.0,2.5,24.9,1.7,85.2,63.3,79.2,37.8,63.3,0.0,,,,,22.2,26.5,11.1,6.2,30.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4280%5D_SP_SPREE_SPOTlight.pdf
4300,4300,Edward Heston School,"Angela Edwards
Sector District",District,Network 3,Network 3,District 4,K-8,Catchment,High School,285,356.0,0.0,0.0,94.4,4.9,0.7,0.0,0.0,13.7,1.8,88.1,42.7,78.1,15.2,42.7,0.0,,,,,5.7,8.1,5.9,2.2,25.8,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4300%5D_SP_SPREE_SPOTlight.pdf
4320,4320,Robert E. Lamberton School,"Andrea Surratt
Sector District",District,Network 3,Network 3,District 4,K-8,Catchment,High School,309,357.0,0.0,1.0,90.6,6.8,1.3,0.0,0.3,41.1,6.2,77.7,59.9,83.3,28.6,59.9,3.0,,,,,16.2,17.6,11.4,3.0,23.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4320%5D_SP_SPREE_SPOTlight.pdf
4350,4350,E. Washington Rhodes School,"Christopher Harris
Sector District",District,Network 5,Network 5,District 4,K-8,Catchment,High School,391,464.0,0.5,0.0,88.0,8.4,2.8,0.0,0.3,28.1,0.8,91.8,37.1,66.7,20.5,37.1,2.0,,,,,10.8,11.0,13.5,3.2,9.8,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4350%5D_SP_SPREE_SPOTlight.pdf
4360,4360,Kenderton Elementary School,"Deanna Bredell
Sector District",District,Network 8,Network 8,District 8,K-8,Catchment,High School,287,361.0,0.7,0.0,85.4,12.5,0.7,0.0,0.7,26.8,2.1,89.6,50.1,56.7,23.6,50.1,0.0,,,,,,10.7,,4.1,25.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4360%5D_SP_SPREE_SPOTlight.pdf
4370,4370,Overbrook Elementary School,"Kenneth Glover
Sector District",District,Network 3,Network 3,District 4,K-8,Catchment,High School,213,243.0,0.5,0.0,93.0,3.3,1.9,0.0,1.4,20.2,1.4,78.9,53.9,88.9,29.6,53.9,0.0,,,,,,29.6,,11.2,38.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4370%5D_SP_SPREE_SPOTlight.pdf
4380,4380,Thomas M. Peirce School,"Anthony Gordon
Sector District",District,Network 5,Network 5,District 8,K-5,Catchment,High School,190,243.0,0.0,0.0,96.8,2.6,0.0,0.0,0.5,15.3,1.6,95.3,39.9,79.0,19.3,39.9,23.0,,,,,21.2,14.7,8.8,3.9,35.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4380%5D_SP_SPREE_SPOTlight.pdf
4440,4440,Dr. Ethel Allen School,,District,Network 5,Network 5,District 5,K-8,Catchment,High School,314,369.0,0.0,0.0,94.3,5.1,0.3,0.0,0.3,18.8,1.3,90.1,35.0,79.0,13.0,35.0,0.0,,,,,14.8,12.3,14.8,7.6,25.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4440%5D_SP_SPREE_SPOTlight.pdf
4460,4460,Tanner G. Duckrey School,"David Cohen
Sector District",District,Network 8,Network 8,District 5,K-8,Catchment,High School,423,530.0,0.2,1.2,91.7,4.7,1.9,0.0,0.2,22.7,1.9,91.7,36.4,90.6,17.4,36.4,1.0,,,,,34.9,19.6,27.3,8.9,16.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4460%5D_SP_SPREE_SPOTlight.pdf
4470,4470,Richard R. Wright School,"Sakia Beard
Sector District",District,Network 5,Network 5,District 5,K-5,Catchment,High School,238,274.0,0.4,0.0,84.5,13.0,1.3,0.0,0.8,39.5,2.1,88.2,40.5,77.8,15.7,40.5,23.0,,,,,11.6,11.3,0.0,8.2,30.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4470%5D_SP_SPREE_SPOTlight.pdf
4480,4480,Overbrook Educational Center,"Olivia Jones
Sector District",District,Network 3,Network 3,District 4,K-8,Citywide,High School,260,271.0,0.0,0.4,90.4,3.9,4.2,0.0,1.2,33.1,0.8,72.7,78.6,88.9,53.5,78.6,0.0,,,,,32.0,40.8,20.0,14.0,42.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4480%5D_SP_SPREE_SPOTlight.pdf
4520,4520,Guion S. Bluford School,"Tangela McClam
Sector District",District,Network 3,Network 3,District 4,K-8,Catchment,High School,535,561.0,0.2,0.6,93.5,3.2,2.4,0.0,0.2,22.2,2.4,88.2,55.8,78.8,31.4,55.8,2022.0,,,,,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4520%5D_SP_SPREE_SPOTlight.pdf
4530,4530,Edward Gideon School,"Shauneille Taylor
Sector District",District,Network 5,Network 5,District 5,K-8,Catchment,High School,187,225.0,0.0,0.0,92.0,3.7,1.6,0.0,2.7,27.3,1.6,92.0,35.6,80.0,17.8,35.6,0.0,,,,,,16.2,0.0,5.8,23.8,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4530%5D_SP_SPREE_SPOTlight.pdf
4560,4560,William D. Kelley School,"Crystal Edwards
Sector District",District,Network 5,Network 5,District 5,K-8,Catchment,High School,222,261.0,0.5,0.5,91.4,7.2,0.5,0.0,0.0,25.2,1.8,90.5,3.0,90.5,,,0.0,,,,,,17.1,,13.9,32.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4560%5D_SP_SPREE_SPOTlight.pdf
4570,4570,General George G. Meade School,"Akeere Scott
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,267,333.0,0.0,0.8,90.3,4.9,1.9,0.0,2.3,27.0,2.3,95.1,40.8,93.1,18.6,40.8,0.0,,,,,4.8,15.9,0.0,4.9,21.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4570%5D_SP_SPREE_SPOTlight.pdf
5020,5020,Thomas A. Edison High School,"Lillian Izzard
Sector District",District,Network 14,Network 14,District 7,9-12,Catchment,High School,876,1094.0,0.0,0.5,30.4,65.6,2.2,0.0,1.4,28.1,28.8,87.4,32.8,82.7,17.0,32.8,62.0,58.4,9.6,10.5,30.8,,,,,,31.6,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5020%5D_SP_SPREE_SPOTlight.pdf
5050,5050,Philadelphia Military Academy,"Kristian Ali
Sector District",District,Network 13,Network 13,District 5,9-12,Citywide,High School,316,323.0,0.0,1.3,63.3,28.5,3.8,0.0,3.2,33.2,11.7,83.9,40.6,95.2,18.3,40.6,7.0,96.4,1.6,7.4,36.7,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5050%5D_SP_SPREE_SPOTlight.pdf
5060,5060,Jules E. Mastbaum Area Vocational Technical High School,"David Lon Jr
Sector District",District,Network 13,Network 13,District 1,9-12,Citywide,High School,586,610.0,0.0,1.7,43.2,45.1,5.5,0.0,4.6,22.2,18.1,90.8,37.2,84.3,15.1,37.2,25.0,75.7,6.0,21.1,28.6,,,,,,42.9,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5060%5D_SP_SPREE_SPOTlight.pdf
5070,5070,Parkway Northwest High School,"Bonnie Uditsky
Sector District",District,Network 15,Network 15,District 8,9-12,Criteria,High School,219,222.0,0.0,0.9,92.2,2.3,4.6,0.0,0.0,15.1,0.5,71.7,69.8,73.3,39.6,69.8,3.0,93.9,8.6,13.8,58.6,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5070%5D_SP_SPREE_SPOTlight.pdf
5080,5080,Parkway Center City Middle College High School,"Brian Wallace
Sector District",District,Network 15,Network 15,District 5,9-12,Criteria,High School,426,426.0,0.0,8.0,66.4,17.1,5.2,0.2,3.1,4.7,2.4,71.1,74.9,90.0,45.1,74.9,0.0,100.0,41.8,65.8,95.0,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5080%5D_SP_SPREE_SPOTlight.pdf
5090,5090,Parkway West High School,"William Brown
Sector District",District,Network 15,Network 15,District 3,9-12,Criteria,High School,167,172.0,0.0,1.2,89.8,2.4,6.6,0.0,0.0,28.7,5.4,88.0,50.6,94.4,24.4,50.6,6.0,83.7,4.6,17.5,46.5,,,,,,75.8,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5090%5D_SP_SPREE_SPOTlight.pdf
5150,5150,William W. Bodine School,"Richard Mitchell
Sector District",District,Network 15,Network 15,District 1,9-12,Criteria,High School,464,468.0,0.0,16.0,39.9,24.4,7.3,0.2,12.3,7.5,8.6,74.8,87.2,82.1,56.8,87.2,0.0,95.6,52.9,63.3,91.7,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5150%5D_SP_SPREE_SPOTlight.pdf
5160,5160,Penn Treaty School,"Wajibah Thompson
Sector District",District,Network 13,Network 13,District 5,6-12,Catchment,High School,428,,0.5,0.9,36.9,32.7,5.8,0.0,23.1,,5.8,88.6,35.0,77.3,16.9,35.0,15.0,60.0,6.5,7.6,16.7,,26.9,,3.5,16.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5160%5D_SP_SPREE_SPOTlight.pdf
5170,5170,Julia de Burgos School,"Bianca Reyes
Sector District",District,Network 8,Network 8,District 7,K-8,Catchment,High School,609,654.0,0.2,0.0,14.0,82.9,2.1,0.0,0.8,28.6,27.4,90.5,59.2,81.8,33.8,59.2,0.0,,,,,16.3,16.6,9.8,6.0,21.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5170%5D_SP_SPREE_SPOTlight.pdf
5180,5180,Vaux High School,"Schnee Gant
Sector District",District,Network 13,Network 13,District 5,9-12,Catchment,High School,302,366.0,0.3,0.0,89.4,5.6,3.6,0.3,0.7,26.8,2.3,85.8,30.3,87.5,12.6,30.3,5.0,85.5,4.0,4.0,4.0,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5180%5D_SP_SPREE_SPOTlight.pdf
5200,5200,Alexander Adaire School,"Anna Jenkins
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,418,429.0,0.0,3.4,3.1,9.1,6.7,0.0,77.8,12.9,1.4,38.8,91.4,93.6,65.3,91.4,0.0,,,,,78.0,71.4,62.0,49.8,85.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5200%5D_SP_SPREE_SPOTlight.pdf
5210,5210,Henry A. Brown School,"Connie Carnivale
Sector District",District,Network 8,Network 8,District 1,K-8,Catchment,High School,306,336.0,0.0,8.5,19.9,50.7,3.3,0.3,17.3,26.5,9.5,81.7,55.7,83.3,26.8,55.7,1.0,,,,,35.5,32.6,35.5,18.3,38.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5210%5D_SP_SPREE_SPOTlight.pdf
5230,5230,Russell H. Conwell School,"Erica Green
Sector District",District,Network 9,Network 9,District 7,5-8,Criteria,High School,127,131.0,0.8,2.4,22.8,59.8,3.2,0.0,11.0,11.8,9.5,87.4,76.5,83.3,44.7,76.5,0.0,,,,,,45.8,,13.5,57.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5230%5D_SP_SPREE_SPOTlight.pdf
5250,5250,Paul L. Dunbar School,"Yancy Bright
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,231,247.0,0.0,2.2,85.3,7.8,1.3,0.0,3.5,32.0,4.3,89.2,57.1,88.0,32.0,57.1,0.0,,,,,30.8,26.6,19.2,12.7,37.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5250%5D_SP_SPREE_SPOTlight.pdf
5260,5260,Lewis Elkin School,"Charlotte Gillum
Sector District",District,Network 9,Network 9,District 7,K-4,Catchment,High School,529,593.0,0.0,0.6,17.2,78.8,1.3,0.0,2.1,19.5,37.8,83.9,41.8,74.5,18.7,41.8,23.0,,,,,9.6,7.6,2.8,2.8,20.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5260%5D_SP_SPREE_SPOTlight.pdf
5300,5300,Horatio B. Hackett School,"Todd Kimmel
Sector District",District,Network 4,Network 4,District 1,K-5,Catchment,High School,393,406.0,0.3,3.1,10.4,21.6,8.4,0.0,56.2,21.9,2.8,55.7,78.3,84.9,51.5,78.3,23.0,,,,,54.6,52.7,51.9,55.1,74.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5300%5D_SP_SPREE_SPOTlight.pdf
5320,5320,John F. Hartranft School,"Keith Arrington
Sector District",District,Network 8,Network 8,District 5,K-8,Catchment,High School,293,360.0,0.0,0.0,64.9,30.4,3.8,0.3,0.7,36.9,8.5,92.5,46.4,87.9,25.3,46.4,1.0,,,,,17.9,16.7,0.0,3.9,18.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5320%5D_SP_SPREE_SPOTlight.pdf
5330,5330,William H. Hunter School,"Heather Miller
Sector District",District,Network 8,Network 8,District 7,K-8,Catchment,High School,381,438.0,0.0,0.8,22.6,70.1,3.9,0.3,2.4,34.4,14.4,91.6,45.7,91.4,19.9,45.7,0.0,,,,,25.7,21.9,14.3,10.2,19.8,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5330%5D_SP_SPREE_SPOTlight.pdf
5340,5340,James R. Ludlow School,"Khary Moody
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,203,241.0,0.0,0.5,71.4,20.7,5.4,0.0,2.0,40.4,5.4,91.1,50.2,83.3,22.0,50.2,0.0,,,,,,28.6,,16.8,30.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5340%5D_SP_SPREE_SPOTlight.pdf
5350,5350,William McKinley School,"Marilyn Mejia
Sector District",District,Network 8,Network 8,District 7,K-8,Catchment,High School,307,336.0,0.0,1.3,44.3,52.8,0.0,0.3,1.3,32.3,11.7,87.6,47.6,77.8,21.4,47.6,0.0,,,,,4.2,9.0,4.0,2.1,14.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5350%5D_SP_SPREE_SPOTlight.pdf
5370,5370,John Moffet School,"Rodney Johnson
Sector District",District,Network 4,Network 4,District 7,K-5,Catchment,High School,224,233.0,0.0,3.6,25.0,43.3,5.4,0.5,22.3,24.1,14.7,74.1,72.1,87.0,42.9,72.1,23.0,,,,,60.6,40.8,39.4,32.0,61.8,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5370%5D_SP_SPREE_SPOTlight.pdf
5390,5390,Potter-Thomas School,"Nichole Polk
Sector District",District,Network 8,Network 8,District 7,K-8,Catchment,High School,360,419.0,0.0,0.0,23.3,74.7,1.1,0.0,0.8,24.4,22.5,90.8,46.5,93.0,20.8,46.5,1.0,,,,,23.3,17.0,20.0,4.2,27.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5390%5D_SP_SPREE_SPOTlight.pdf
5400,5400,Richmond School,"Susan Rozanski
Sector District",District,Network 9,Network 9,District 1,K-5,Catchment,High School,337,382.0,0.0,1.5,16.9,41.0,7.1,0.3,33.2,20.5,16.0,81.3,55.5,92.9,27.5,55.5,23.0,,,,,25.0,35.1,19.2,19.6,67.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5400%5D_SP_SPREE_SPOTlight.pdf
5410,5410,Isaac A. Sheppard School,"Rose Torres
Sector District",District,Network 8,Network 8,District 7,K-4,Catchment,High School,132,143.0,0.0,0.8,9.9,88.6,0.8,0.0,0.0,29.6,26.5,78.0,42.0,81.3,18.2,42.0,23.0,,,,,25.0,19.6,25.0,17.4,42.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5410%5D_SP_SPREE_SPOTlight.pdf
5420,5420,John Welsh School,"Daaiyah Green
Sector District",District,Network 8,Network 8,District 7,K-8,Catchment,High School,255,281.0,0.4,0.4,33.3,63.5,2.0,0.0,0.4,19.6,15.7,92.2,44.5,86.4,17.1,44.5,0.0,,,,,22.7,18.6,14.3,3.2,28.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5420%5D_SP_SPREE_SPOTlight.pdf
5430,5430,Alternative Middle Years at James Martin,"Paula Furman
Sector District",District,Network 9,Network 9,District 6,6-8,Citywide,High School,208,213.0,0.0,0.5,29.8,35.1,5.3,0.0,29.3,38.5,5.8,88.9,58.7,95.5,28.2,58.7,0.0,,,,,,23.6,,9.4,25.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5430%5D_SP_SPREE_SPOTlight.pdf
5440,5440,Frances E. Willard School,"Diana Garcia
Sector District",District,Network 9,Network 9,District 1,K-4,Catchment,High School,405,450.0,0.3,0.5,28.2,64.7,2.2,0.0,4.2,27.4,17.0,86.2,54.2,91.2,24.4,54.2,23.0,,,,,12.7,13.6,13.6,12.8,42.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5440%5D_SP_SPREE_SPOTlight.pdf
5470,5470,William Cramp School,"Yonaira Rodriguez
Sector District",District,Network 9,Network 9,District 7,K-5,Catchment,High School,348,376.0,0.3,0.0,17.0,81.0,0.3,0.3,1.2,19.8,23.9,92.0,53.2,84.4,22.1,53.2,23.0,,,,,15.5,16.4,10.2,9.2,36.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5470%5D_SP_SPREE_SPOTlight.pdf
5480,5480,General Philip Kearny School,"Sabrina Scott Feggins
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,166,203.0,0.0,0.6,75.9,15.7,6.0,0.0,1.8,34.3,5.4,82.5,53.2,85.0,29.1,53.2,0.0,,,,,,31.6,,7.9,35.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5480%5D_SP_SPREE_SPOTlight.pdf
5490,5490,Cayuga School,"Jason Carrion
Sector District",District,Network 7,Network 7,District 7,K-5,Catchment,High School,333,379.0,0.0,0.0,22.5,76.0,1.2,0.0,0.3,18.6,38.4,77.5,58.3,96.8,27.4,58.3,23.0,,,,,24.4,16.8,21.4,7.9,39.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5490%5D_SP_SPREE_SPOTlight.pdf
5500,5500,Thurgood Marshall School,"Sherri Wallace
Sector District",District,Network 7,Network 7,District 8,K-8,Catchment,High School,599,683.0,0.0,4.5,56.1,35.7,2.8,0.0,0.8,33.1,21.4,85.6,54.5,86.0,29.9,54.5,0.0,,,,,36.7,24.5,20.4,8.5,28.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5500%5D_SP_SPREE_SPOTlight.pdf
5520,5520,Kensington High School for Creative and Performing Arts,"Patricia McDermott
Sector District",District,Network 13,Network 13,District 7,9-12,Catchment,High School,500,534.0,0.4,0.4,33.8,55.2,4.8,0.0,5.4,23.4,15.8,87.6,32.6,85.4,15.0,32.6,23.0,72.2,1.1,1.2,38.6,,,,,,40.0,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5520%5D_SP_SPREE_SPOTlight.pdf
5530,5530,Gloria Casarez School,"Awilda Balbuena
Sector District",District,Network 9,Network 9,District 7,K-5,Catchment,High School,460,515.0,0.0,0.7,29.1,66.3,1.5,0.0,2.4,15.7,25.4,78.9,63.3,86.1,26.2,63.3,23.0,,,,,15.5,13.3,9.9,8.4,15.8,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5530%5D_SP_SPREE_SPOTlight.pdf
5550,5550,Kensington Health Sciences Academy,"Nimet Eren
Sector District",District,Network 13,Network 13,District 1,9-12,Catchment,High School,451,481.0,0.0,1.6,17.1,71.6,2.4,0.0,7.3,25.7,23.3,88.7,41.4,94.7,17.7,41.4,10.0,86.4,6.3,17.2,50.5,,,,,,21.3,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5550%5D_SP_SPREE_SPOTlight.pdf
5560,5560,Spring Garden School,"Raqueebah Burch
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,254,285.0,0.4,1.2,48.4,46.1,1.6,0.0,2.4,14.2,33.1,80.3,57.5,85.7,31.9,57.5,0.0,,,,,17.2,17.0,13.8,6.6,15.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5560%5D_SP_SPREE_SPOTlight.pdf
5580,5580,John B. Stetson Middle School,"Thomas Mullin
Sector District",District,Network 9,Network 9,District 7,5-8,Catchment,High School,537,590.0,0.0,0.0,18.6,76.7,3.4,0.0,1.3,30.0,26.3,88.8,52.4,77.5,25.4,52.4,4.0,,,,,,,,,,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5580%5D_SP_SPREE_SPOTlight.pdf
5590,5590,John H. Webster School,"Sherri Arabia
Sector District",District,Network 9,Network 9,District 6,K-5,Catchment,High School,471,522.0,0.4,0.4,30.4,54.6,4.0,0.0,10.2,27.0,10.2,85.6,50.2,86.7,23.8,50.2,23.0,,,,,30.3,23.2,21.2,15.5,47.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5590%5D_SP_SPREE_SPOTlight.pdf
